date,text,place,latitude,longitude
1714-03-07,"The Treaty of Rastatt is signed between Austria and France , concluding the War of the Spanish Succession between them. Austria receives the Spanish territories in Italy (the Kingdom of Naples , Duchy of Milan and Kingdom of Sardinia ), as well as the Southern Netherlands ; and from France, Freiburg and Landau . The Austrian Habsburg Empire reaches its largest territorial extent yet, with Charles VI, Holy Roman Emperor succeeding Philip V of Spain , as ruler in the ceded territories.",Italy,,
1714-04-11,"France signs five separate treaties— with Great Britain, the Netherlands, Portugal, Prussia and Savoy— to end hostilities in the War of the Spanish Succession following the negotiations of the Peace of Utrecht .",War of the Spanish Succession following the negotiations of the Peace of Utrecht,,
1714-06-26,Spain and the Netherlands sign a peace treaty to end hostilities between those two nations in the War of the Spanish Succession.,War of the Spanish Succession,,
1714-07-08,"Longitude prize : The Parliament of Great Britain votes ""to offer a reward for such person or persons as shall discover the Longitude "" (£10,000 for any method capable of determining a ship's longitude within 1 degree; £15,000, within 40 minutes, and £20,000 within ½ a degree).",Great Britain votes,,
1714-07-27,The Imperial Russian Navy gains its first important victory against the Swedish Navy in the Battle of Gangut .,Battle of Gangut,,
1714-08-01,"Georg Ludwig von Braunschweig-Lüneburg , Elector of Hanover , becomes King George I of Great Britain and Ireland, on the death of Queen Anne . Anne's death brings an end to the reign of the House of Stuart , in that her half-brother James Francis Edward Stuart , the eldest son of James II of England , has been ineligible for the British throne based on the Act of Settlement 1701 had barred members of the Roman Catholic church from becoming monarchs. George of Hanover, as great-grandson of James I of England and a second cousin to Anne, is deemed the eldest living Protestant descendant of James I.",House of Stuart,,
1714-09-11,"War of the Spanish Succession : Barcelona is taken after a year's siege , and Catalonia surrenders to Spanish and French Bourbon armies.",Spanish Succession,,
1714-12-09,Ottoman–Venetian War (1714–1718) : The Ottoman Empire declares war on the Republic of Venice .,Venice,,
1715-01-13,"A fire in London, described by some as the worst since the Great Fire of London (1666) almost 50 years earlier, starts on Thames Street when fireworks prematurely explode ""in the house of Mr. Walker, an oil man""; more than 100 houses are consumed in the blaze, which continues over to Tower Street before it is controlled.",London,,
1715-02-11,"Tuscarora War : The Tuscarora and their allies sign a peace treaty with the Province of North Carolina , and agree to move to a reservation near Lake Mattamuskeet , effectively ending the Tuscarora War. Large numbers of Tuscarora subsequently move to New York.",Lake Mattamuskeet,,
1715-03-27,"Henry St John, 1st Viscount Bolingbroke , flees from Great Britain to France. His part in secret negotiations with France, leading to the Treaty of Utrecht , has cast suspicion on him in the eyes of the Whig government of Britain. He becomes secretary of state to the Pretender , James Edward Stuart .",Whig government of Britain,,
1715-04-01,"The Battle of Gurdas Nangal begins during the Mughal-Sikh Wars in India , as the Mughal Army begins an eight-month siege of a fortress near Gurdaspur (in what is now the Punjab state), where Sikh General Banda Singh Bahadur and 1,250 of his men have fled. The siege ends on December 7 when the 750 survivors, including Banda Singh, are captured. By June 1716, most of the Sikh prisoners have been tortured, killed and executed, with Banda Singh dying on June 9.",Gurdaspur,,
1715-04-15,"In the British colonial Province of South Carolina , the Yamasee Confederation launches an attack on English settlements in disputed territory on Good Friday , launching the two-year long Yamasee War . The day before, agents Thomas Nairne , William Bray and Samuel Warner had participated in peace negotiations with the Yamasee at Pocotaligo . Bray and Warner are killed that day, while Nairne is tortured to death and dies on April 17.",Pocotaligo,,
1715-04-24,"The Battle of Fehmarn takes place in the Baltic Sea as part of the Great Northern War . Ten warships of Denmark, under the command of Christian Gabel, overwhelm a force of Swedish Navy ships led by Carl Wachtmeister. By the time the battle ends the next day, five Swedish ships and 1,626 crewmen have been captured, and another 353 killed. The Danish navy suffers 65 deaths.",Baltic Sea as part of the Great Northern War,,
1715-07-20,"Ottoman–Venetian War (1714–18) : The fall of Nauplion , the capital of the Venetian "" Kingdom of the Morea "", seals the fate of the Peloponnese Peninsula, which is soon completely retaken by the Ottomans.",Venetian,,
1715-07-24,"1715 Treasure Fleet : A Spanish treasure fleet of 12 ships, under General Don Juan Ubilla, leaves Havana , Cuba for Spain. Seven days later, 11 of them sink in a storm off the coast of Florida (some centuries later, treasure salvage is found from these wrecks).",Florida,,
1715-09-06,"The first major Jacobite rising in Scotland against the rule of King George I of Great Britain breaks out. The Earl of Mar raises the standard of James Edward Stuart , and marches on Edinburgh . James, the son of the deposed King James VII , arrives from France.",Scotland against the rule of King George I of Great Britain breaks out,,
1715-09-14,"Less than two weeks after King Louis XIV's death, Daniel Voysin de la Noiraye , France 's Secretary of State for War since 1709, steps down at the request of the new regent, the Duke of Orleans.",State for War since 1709,,
1715-10-11,William Aislabie resigns as the British East India Company 's administrator of Bombay and the company's territories and is replaced at year's end by Charles Boone .,Bombay and the company's territories and is replaced at year's end by Charles Boone,,
1715-11-13,"Jacobite rising in Scotland – Battle of Sheriffmuir : The forces of the Kingdom of Great Britain , led by John Campbell, 2nd Duke of Argyll , halt the Jacobite advance, although the action is inconclusive.",Scotland,,
1715-11-14,"Battle of Preston : Government forces defeat the Jacobite incursion, at the conclusion of a five-day siege and action.",Preston,,
1715-12-22,"James Edward Stuart rejoins Jacobite rebels in Scotland, but fails to rouse his army.",Scotland,,
1716-01-27,"The Tugaloo massacre changes the course of the Yamasee War , allying the Cherokee nation with the British province of South Carolina against the Creek Indian nation.",Yamasee War,,
1716-01-28,"The town of Crieff , Scotland, is burned to the ground by Jacobites returning from the Battle of Sheriffmuir .",Crieff,,
1716-02-03,"The 1716 Algiers earthquake sequence began with an M w 7.0 mainshock that caused severe damage and killed 20,000 in Algeria.",Algeria,,
1716-02-10,"James Edward Stuart flees from Scotland to France with a handful of supporters, following the failure of the Jacobite rising of 1715 .",Jacobite rising of 1715,,
1716-03-10,"Simon Fraser , a former Scottish rebel who had helped end the Siege of Inverness during the first Jacobite rising , is given a pardon by King George I of Great Britain.",Inverness during the first Jacobite rising,,
1716-04-13,"Austria , ruled by King Charles VI, renews its alliance with the Republic of Venice , leading the Ottoman Empire , ruled by Ahmed III , to declare war.",Venice,,
1716-05-26,"Two regular companies of field artillery, each 100 men strong, are raised at Woolwich , by Royal Warrant of King George I of Great Britain .",Woolwich,,
1716-07-08,The Battle of Dynekilen : The Swedish fleet is defeated by a Danish–Norwegian fleet.,Dynekilen,,
1716-07-08,"August 21 – Seventh Ottoman–Venetian War : The Ottoman Empire unsuccessfully lays siege to Corfu , the last bastion of the Republic of Venice in the Greek islands.",Greek islands,,
1716-08-05,"Battle of Petrovaradin : 83,300 Austrian troops of Prince Eugene of Savoy defeat 150,000 Ottoman Turks under Silahdar Damat Ali Pasha (who is killed).",Petrovaradin,,
1716-10-12,"During the war between the Habsburg Empire ruling Austria and the Ottoman Empire ruling Turkey, the six week siege of the fortified city of Temeşvar is surrendered by the Turks to the Austrians. Under a flag of truce, the Turks are permitted to depart but have to leave behind their artillery as they give up their claim to Hungary . Austro-Hungarian rule lasts until World War One, and in 1919, the city of Timișoara becomes part of the Kingdom of Romania .",,,
1716-11-01,"Two new laws go into effect in the Highlands of Scotland to prevent a threat to Britain's ruling House of Hanover by the Jacobites who supported the restoration of the House of Stuart . The Disarming Act requires government authorization to carry swords and firearms, and the amendments to the Treason Act 1714 permit trials for treason to take place in any court in England, regardless of where the crime was committed.",Highlands of Scotland to prevent a threat to Britain's ruling House of Hanover by the Jacobites who supported the restoration of the House of Stuart,,
1716-12-04,"Fifty people are killed, and 150 houses burned, when a fire breaks out in Wapping , London . The blaze comes two days after a fire at the Spring Gardens at St. James's , London, which destroyed the French Chapel there and which was put out by several rescuers, including the future King George II.",Wapping,,
1716-12-12,"Charles Townshend, 2nd Viscount Townshend , is demoted from his office as Secretary of State for the Northern Department in the British government, and replaced by James Stanhope, 1st Earl Stanhope . This is a move towards the Whig Split of 1717.",British government,,
1717-01-01,"Count Carl Gyllenborg , the Swedish ambassador to the Kingdom of Great Britain , is arrested in London over a plot to assist the Pretender to the British throne, James Francis Edward Stuart .",London over a plot to assist the Pretender to the British throne,,
1717-04-26,"The Whydah Gally , flagship of English pirate ""Black Sam"" Bellamy , is wrecked in a storm off Wellfleet, Massachusetts . The Whydah sinks with a reputed 4 + 1 ⁄ 2 tons of treasure on board, and all but two of her crew are lost, including Bellamy.",Wellfleet,,
