date,event
1505-03-31,"King Alexander Jagiellon of Poland agrees to support the Act of Nihil novi, prohibiting the king to issue laws without consent of the nobles represented by their parliament, the Sejm. The official title is ""Nihil novi nisi commune consensu"", Latin for ""Nothing new without common consent."""
1505-04-03,"Italian explorer Sebastiano Caboto is granted a lifetime annuity of £10 per year by England's King Henry VII for services ""in and aboute the fyndynge of the new founde landes"" in North America."
1505-04-27,"In Tbilisi, David X becomes the new ruler of the Kingdom of Kartli in what is now the Republic of Georgia, upon the death of his father Constantine II."
1505-05-01,"Christ's College, Cambridge, England, is re-founded, receiving its charter from Lady Margaret Beaufort."
1505-05-30,"Poland 's Act of Nihil novi is granted by King Alexander I Jagiellon after being passed by the Sejm, making Poland a Nobles' Democracy rather than an absolute monarchy."
1505-06-06,"The M8.2–8.8 Lo Mustang earthquake strikes Nepal, causing severe damage in Kathmandu, western Nepal, and some parts of the Indo-Gangetic plain."
1505-06-19,"Zhu Houzhao, the 13-year-old son of the late Hongzhi Emperor of Ming Dynasty China, is enthroned as the Zhengde Emperor upon his father's death."
1505-06-27,"The future King Henry VIII of England repudiates his engagement to Catherine of Aragon, at his father's command."
1505-07-02,"The Kalmar Bloodbath, a mass execution of participants in the Swedish Uprising against King Hans of Denmark (who also rules Norway and Sweden) takes place in the Swedish city of Kalmar after a judgment of treason is pronounced against the mayor, city officials and other leaders."
1505-07-02,"Martin Luther, aged 22, vows to become a monk in a moment of terror, as a result of a close lightning strike during a thunderstorm, near the village of Stotternheim."
1505-07-17,"Luther enters the monastic life, at an Augustinian cloister in Erfurt called St. Augustine's Monastery."
1505-07-24,"Travelling to India, a group of Portuguese explorers led by Francisco de Almeida, with 22 ships and 1,500 men, sack the city-state of Kilwa in East Africa, killing the Emir Abraham for failing to pay tribute. Almeida installs Mohammed Ankoni as the new ruler."
1505-08-15,"The Portuguese State of India is founded in what is now the state of Kerala, after the Kingdom of Portugal takes over territory of the Bijapur sultanate at Calicut."
1505-08-16,Almeida's fleet destroys the East African city of Mombassa.
1505-09-13,"In what is now Algeria, the Spanish Army under the command of Ramón de Cardona, captures the city of Mers-el-Kébir, a port of the Zayyanid Kingdom of Tlemcen, ruled by the Sultan Abu Abdallah V."
1505-09-13,Francisco de Almeida arrives in the Anjediva Islands to begin construction on the first of four fortresses he needed to construct for his appointment as viceroy.
1505-10-11,Lucien Grimaldi takes over as the new Lord of Monaco after stabbing his brother Jean II to death.
1505-10-23,"In Portuguese India, the King of Cannanore gives permission to Francisco de Almeida to build the Fortaleza de Santo Ângelo in Kannur."
1505-11-06,"Vasili III succeeds Ivan III, as Grand Prince of Muscovy, comprising much of modern-day Russia."
1505-11-15,"Portuguese explorer Lourenço de Almeida and his fleet encounter a storm and are driven to the island of Sri Lanka and travels to Colombo. The King of Kotte, Dharma Parakramabahu IX, allows Almeida to build a trade station and a Roman Catholic chapel."
1505-11-24,"The Treaty of Salamanca is signed by Spain's King Ferdinand II of Aragon and Philip, Duke of Burgundy, agreeing that the two will serve as co-regents for Joanna the Mad, Queen of Castile."
1505-12-30,Old St. Peter's Basilica is demolished under the orders of Pope Julius II. Construction of the new basilica begins the following year.
1505-12-30,Portuguese explorer Gonçalo Álvares is the first to sight what will later be known as Gough Island in the South Atlantic.
1505-12-30,"The Pomander Watch of 1505, the earliest known pocket watch, is made by Peter Henlein in Germany at Nuremberg. After an absence of 480 years, the watch will be rediscovered at a flea market in London; an inscription on the watch, ""MDVPHN"", will be interpreted in 2014 as meaning a rendition of the year (MDV, 1505 in Roman numerals); the inventor (PH for Peter Henlein) and the place of manufacture (N for Nuremberg)."
1505-12-30,"The St Catherine's Monastery on the Sinai is captured and sacked by Bedouins. Though the Mamluk sultan attempts to punish the raiders, he is unable to subdue them and preserve order."
1505-12-30,Judah Abravanel becomes personal physician to the viceroy of Naples.
1505-12-30,Battle of Achnashellach in Scotland: The Clan Cameron emerges victorious over Clan Munro and Clan MacKay.
1505-12-30,Bermuda is discovered by Spanish explorer Juan de Bermúdez.
1505-12-30,"Portuguese merchants establish factories and fortresses on the east coast of Africa in Kilwa, Sofala, and Malindi."
1505-12-30,Érard de La Marck is elected prince-bishop of Liège.
1506-01-14,"The classical statue of Laocoön and His Sons is unearthed in Rome. On the recommendation of Giuliano da Sangallo and Michelangelo, Pope Julius II purchases it, and places it on public display in the Vatican a month later."
1506-01-22,"The Swiss Guard arrives at the Vatican, to serve as permanent ceremonial and palace guards under Pope Julius II."
1506-02-09,"Henry, Prince of Wales is made a Knight of the Golden Fleece by Maximilian I, Holy Roman Emperor."
1506-02-15,"Iye Roy Mackay, Chief of Scotland's Clan Mackay, records his 1504 grant of six lands in what is now the County Sutherland, and starts a feud with Euphemia II, Countess of Ross."
1506-03-16,"Battle of Cannanore: Portugal's fleet (commanded by Lourenço de Almeida) defeats the fleet of the Zamorin of Calicut, with hundreds of vessels involved; 3,000 Muslim troops are killed."
1506-03-30,"King Vladislaus II of Hungary and Maximilian I, Holy Roman Emperor sign a treaty to arrange the marriage of Vladislaus's daughter and Maximilian's son."
1506-04-18,"Pope Julius II lays the foundation stone of the new (current) St. Peter's Basilica in Rome, replacing the Old St. Peter's Basilica."
1506-04-19,"The Lisbon Massacre begins in Portugal with three days of violence, in which thousands of Jews are tortured and killed by Catholics."
1506-04-30,"Malus Intercursus, a treaty between King Henry VII of England and Duke Philip IV of Burgundy, is signed."
1506-05-04,"Badi' al-Zaman Mirza becomes the new Emir of the Timurid Empire (now part of Afghanistan) after the death of his father, Sultan Husayn Bayqara, who died after a reign of 37 years."
1506-05-28,"Emperor Moctezuma II of Mexico's Aztec Empire subdues a rebellion in Zozollan, east of Achiutia, then kills the prisoners of war as a sacrifice to the gods."
1506-06-15,"Mahmud Shah II begins a 41-year reign as the Sultan of Kedah, a Muslim kingdom on the Malay Peninsula, on the death of his father, Adilin I."
1506-06-27,The Treaty of Villafáfila is signed between Austria and Spain.
1506-07-12,"Philip the Fair, Duke of Burgundy, becomes the ruler of the Spanish Kingdom of Castile with his insane wife Joanna, but reigns for only two months before dying of typhoid."
1506-08-06,Battle of Kletsk: The Grand Duchy of Lithuania defeats the Tatars of the Crimean Khanate.
1506-08-19,Sigismund I the Old succeeds his brother as king of Poland.
1506-09-02,"In Korea, Emperor Yonsangun, known for being a tyrant, is deposed in the Jungjong coup by his younger brother, who becomes King Jungjong."
1506-09-25,"Philip I, the first Spanish Habsburg King of Castile, dies suddenly from typhoid."
1506-10-06,"In Córdoba, in the Spanish kingdom of Andalusia, members of the nobility and the general public revolt against the Spanish inquisitor Diego Rodriguez de Lucero and General Inquisitor Diego de Deza. The mob liberates the people incarcerated at the Córdoba prison."
1506-10-07,"Pope Julius II issues a bull excommunicating Giovanni II Bentivoglio from the Roman Catholic Church, who had dominated the Italian city state of Bologna."
1506-10-15,"Charles II, the six-year-old son of King Philip of Castile, inherits his father's title of Duke of Burgundy and is proclaimed ""Lord of the Netherlands""."
1506-11-06,"Pope Julius II personally leads his troops into Bologna, retaking the city from the excommunicated tyrant Giovanni II Bentivoglio."
1506-12-08,Leonardo da Vinci completes most of his work on the Mona Lisa.
1506-12-08,"Johannes Trithemius becomes abbot of the monastery of St. Jacob, at Würzburg."
1506-12-08,Duarte Barbosa returns to Lisbon.
1506-12-08,"In Ming dynasty China, the costs of the courier system are met by a tax in silver on land, instead of corvée labor service."
1506-12-08,"The Portuguese mariner Tristão da Cunha sights the islands of Tristan da Cunha, naming them after himself."
1506-12-08,"Sigismund I the Old (Zygmunt Jagiellon), younger brother of the late Alexander Jagiellon, becomes the King of Poland and (as Zygimantas II) the Grand Duke of Lithuania. He will reign for more than 40 years, dying in 1548 at the age of 81."
1507-01-24,"Sigismund I the Old is formally crowned King of Poland, at a ceremony in Kraków."
1507-02-09,"The crew of the Portuguese ship Cirne, commanded by Diogo Fernandes Pereira, become the first Europeans to sight the Indian ocean island of Réunion, and name it Santa Apolonia."
1507-03-01,"Eleven months after the Lisbon Massacre, King Manuel I of Portugal issues an edict permitting the cristãos-novos (""New Christians"", Portuguese Jews who had been forced to convert to Christianity) to freely emigrate from the kingdom."
1507-03-11,"Italian mercenary leader and former prince Cesare Borgia, later cited by Niccolò Machiavelli in The Prince as an example of ""conquest by fortune"", completes his conquest of the Spanish city of Viana by driving out the defenders of the castle of the Count of Lerín, but makes the mistake of pursuing the fleeing enemy by himself. He is killed the next day by his captors."
1507-03-28,The revolutionary council of the Republic of Genoa declares a war against French invaders.
1507-04-03,"At Erfurt, German monk Martin Luther is ordained by the suffragan bishop Johann Bonemilch as a priest of the Catholic Church."
1507-04-10,"Installed by the Revolutionary Council, Paolo da Novi becomes the first Doge of the Republic of Genoa in almost 19 years, after the office had been made vacant in 1488 by the conqueror Francesco Sforza. He reigns for only 18 days before fleeing from office by French occupation forces on April 28, and the dogeship will remain vacant again for five years."
